device,packet_window,total_bytes,avg_packet_size,max_packet_size,min_packet_size,tcp_ratio,unique_dest_ports,unique_dest_ips,device_type
14:cc:20:51:33:ea,6602,847363,847.363,1514,43,0.915,109,14,Non-IoT
14:cc:20:51:33:ea,6603,945935,945.935,1514,54,0.591,67,8,Non-IoT
14:cc:20:51:33:ea,6604,888706,888.706,1514,43,0.83,70,12,Non-IoT
14:cc:20:51:33:ea,6605,815087,815.087,1514,54,0.95,28,8,Non-IoT
14:cc:20:51:33:ea,6606,780818,780.818,1514,43,0.949,42,8,Non-IoT
14:cc:20:51:33:ea,6607,935317,935.317,1514,43,0.95,33,11,Non-IoT
14:cc:20:51:33:ea,6608,923297,923.297,1514,54,0.94,51,12,Non-IoT
14:cc:20:51:33:ea,6609,964594,964.594,1514,43,0.933,38,11,Non-IoT
14:cc:20:51:33:ea,6610,808800,808.8,1514,43,0.952,24,9,Non-IoT
14:cc:20:51:33:ea,6611,830429,830.429,1514,43,0.952,39,10,Non-IoT
14:cc:20:51:33:ea,6612,865726,865.726,1514,54,0.955,34,10,Non-IoT
14:cc:20:51:33:ea,6613,872963,872.963,1514,43,0.931,34,10,Non-IoT
14:cc:20:51:33:ea,6614,895195,895.195,1514,43,0.949,35,10,Non-IoT
14:cc:20:51:33:ea,6615,848867,848.867,1514,54,0.955,49,10,Non-IoT
14:cc:20:51:33:ea,6616,995162,995.162,1514,54,0.976,41,8,Non-IoT
14:cc:20:51:33:ea,6617,813843,813.843,1514,43,0.96,48,10,Non-IoT
14:cc:20:51:33:ea,6618,787825,787.825,1514,54,0.947,38,9,Non-IoT
14:cc:20:51:33:ea,6619,879742,879.742,1514,43,0.948,36,9,Non-IoT
14:cc:20:51:33:ea,6620,893153,893.153,1514,43,0.954,35,10,Non-IoT
14:cc:20:51:33:ea,6621,849973,849.973,1514,54,0.955,40,11,Non-IoT
14:cc:20:51:33:ea,6622,971855,971.855,1514,43,0.927,43,12,Non-IoT
14:cc:20:51:33:ea,6623,893537,893.537,1514,43,0.945,31,10,Non-IoT
14:cc:20:51:33:ea,6624,918696,918.696,1514,43,0.945,31,12,Non-IoT
14:cc:20:51:33:ea,6625,1038001,1038.001,1514,54,0.963,38,11,Non-IoT
14:cc:20:51:33:ea,6626,932793,932.793,1514,43,0.993,21,8,Non-IoT
14:cc:20:51:33:ea,6627,995532,995.532,1514,43,0.991,44,10,Non-IoT
14:cc:20:51:33:ea,6628,888063,888.063,1514,43,0.991,32,11,Non-IoT
14:cc:20:51:33:ea,6629,965416,965.416,1514,54,0.98,32,10,Non-IoT
14:cc:20:51:33:ea,6630,966296,966.296,1514,43,0.992,35,10,Non-IoT
14:cc:20:51:33:ea,6631,820582,820.582,1514,54,0.991,32,9,Non-IoT
14:cc:20:51:33:ea,6632,906774,906.774,1514,43,0.995,24,11,Non-IoT
14:cc:20:51:33:ea,6633,826630,826.63,1514,54,0.981,26,10,Non-IoT
14:cc:20:51:33:ea,6634,848863,848.863,1514,43,0.99,29,11,Non-IoT
14:cc:20:51:33:ea,6635,866264,866.264,1514,43,0.975,31,11,Non-IoT
14:cc:20:51:33:ea,6636,872039,872.039,1514,43,0.852,30,9,Non-IoT
14:cc:20:51:33:ea,6637,490921,490.921,1514,43,0.774,106,13,Non-IoT
14:cc:20:51:33:ea,6638,1184310,1184.31,1514,54,0.969,57,11,Non-IoT
14:cc:20:51:33:ea,6639,1461859,1461.859,1514,54,0.998,15,5,Non-IoT
14:cc:20:51:33:ea,6640,416928,416.928,1514,43,0.963,72,11,Non-IoT
14:cc:20:51:33:ea,6641,748663,748.663,1514,43,0.977,44,11,Non-IoT
14:cc:20:51:33:ea,6642,486812,486.812,1514,43,0.982,41,12,Non-IoT
14:cc:20:51:33:ea,6643,486892,486.892,1514,43,0.987,45,10,Non-IoT
14:cc:20:51:33:ea,6644,436569,436.569,1514,54,0.98,35,9,Non-IoT
14:cc:20:51:33:ea,6645,821885,821.885,1514,43,0.991,20,9,Non-IoT
14:cc:20:51:33:ea,6646,640402,640.402,1514,54,0.99,21,9,Non-IoT
14:cc:20:51:33:ea,6647,670638,670.638,1514,54,0.991,30,8,Non-IoT
14:cc:20:51:33:ea,6648,745599,745.599,1514,43,0.99,17,7,Non-IoT
14:cc:20:51:33:ea,6649,813124,813.124,1514,54,0.989,27,7,Non-IoT
14:cc:20:51:33:ea,6650,752101,752.101,1514,43,0.994,19,10,Non-IoT
14:cc:20:51:33:ea,6651,341469,341.469,1514,43,0.968,64,15,Non-IoT
14:cc:20:51:33:ea,6652,300970,300.97,1514,43,0.784,51,11,Non-IoT
14:cc:20:51:33:ea,6653,162082,162.082,1514,43,0.961,59,11,Non-IoT
14:cc:20:51:33:ea,6654,153160,153.16,1514,43,0.947,68,14,Non-IoT
14:cc:20:51:33:ea,6655,153369,153.369,1514,43,0.976,45,10,Non-IoT
14:cc:20:51:33:ea,6656,131541,131.541,1514,43,0.968,51,13,Non-IoT
14:cc:20:51:33:ea,6657,429469,429.469,1514,43,0.967,56,14,Non-IoT
14:cc:20:51:33:ea,6658,453379,453.379,1514,43,0.96,54,13,Non-IoT
14:cc:20:51:33:ea,6659,176750,176.75,1514,43,0.97,54,16,Non-IoT
14:cc:20:51:33:ea,6660,464239,464.239,1514,43,0.974,46,12,Non-IoT
14:cc:20:51:33:ea,6661,215229,215.229,1514,43,0.956,49,14,Non-IoT
14:cc:20:51:33:ea,6662,203289,203.289,1514,43,0.966,54,15,Non-IoT
14:cc:20:51:33:ea,6663,261002,261.002,1514,43,0.962,41,12,Non-IoT
14:cc:20:51:33:ea,6664,204314,204.314,1514,43,0.956,51,14,Non-IoT
14:cc:20:51:33:ea,6665,244787,244.787,1514,43,0.96,43,12,Non-IoT
14:cc:20:51:33:ea,6666,155020,155.02,1514,43,0.963,50,12,Non-IoT
14:cc:20:51:33:ea,6667,159264,159.264,1514,43,0.975,41,14,Non-IoT
14:cc:20:51:33:ea,6668,123433,123.433,1514,43,0.973,29,13,Non-IoT
14:cc:20:51:33:ea,6669,127471,127.471,1514,43,0.973,36,10,Non-IoT
14:cc:20:51:33:ea,6670,177436,177.436,1514,43,0.944,58,13,Non-IoT
14:cc:20:51:33:ea,6671,135896,135.896,1514,43,0.966,45,14,Non-IoT
14:cc:20:51:33:ea,6672,151211,151.211,1514,43,0.976,53,13,Non-IoT
14:cc:20:51:33:ea,6673,133960,133.96,1514,43,0.971,38,11,Non-IoT
14:cc:20:51:33:ea,6674,204309,204.309,1514,43,0.946,69,12,Non-IoT
14:cc:20:51:33:ea,6675,210450,210.45,1514,43,0.94,94,16,Non-IoT
14:cc:20:51:33:ea,6676,139728,139.728,1514,43,0.898,116,13,Non-IoT
14:cc:20:51:33:ea,6677,382225,382.225,1514,54,0.986,138,10,Non-IoT
14:cc:20:51:33:ea,6678,291633,291.633,1514,43,0.948,150,15,Non-IoT
14:cc:20:51:33:ea,6679,285863,285.863,1514,43,0.894,185,14,Non-IoT
14:cc:20:51:33:ea,6680,1325732,1325.732,1514,54,0.984,26,6,Non-IoT
14:cc:20:51:33:ea,6681,1440570,1440.57,1514,66,0.999,3,2,Non-IoT
14:cc:20:51:33:ea,6682,1510784,1510.784,1514,66,1.0,2,2,Non-IoT
14:cc:20:51:33:ea,6683,1187565,1187.565,1514,43,0.971,46,13,Non-IoT
14:cc:20:51:33:ea,6684,1435317,1435.317,1514,43,0.996,9,6,Non-IoT
14:cc:20:51:33:ea,6685,1466448,1466.448,1514,66,1.0,2,2,Non-IoT
14:cc:20:51:33:ea,6686,1018390,1018.39,1514,43,0.984,62,14,Non-IoT
14:cc:20:51:33:ea,6687,1305089,1305.089,1514,66,0.081,15,2,Non-IoT
14:cc:20:51:33:ea,6688,1259459,1259.459,1514,43,0.384,34,8,Non-IoT
14:cc:20:51:33:ea,6689,1380083,1380.083,1484,54,0.997,14,5,Non-IoT
14:cc:20:51:33:ea,6690,1264669,1264.669,1484,54,0.999,6,3,Non-IoT
14:cc:20:51:33:ea,6691,1358816,1358.816,1514,43,0.998,17,9,Non-IoT
14:cc:20:51:33:ea,6692,1302056,1302.056,1484,54,1.0,5,3,Non-IoT
14:cc:20:51:33:ea,6693,1349305,1349.305,1484,54,0.999,10,4,Non-IoT
14:cc:20:51:33:ea,6694,1155858,1155.858,1514,43,0.989,34,10,Non-IoT
14:cc:20:51:33:ea,6695,1395757,1395.757,1484,54,0.997,18,5,Non-IoT
14:cc:20:51:33:ea,6696,1361320,1361.32,1484,66,1.0,7,2,Non-IoT
14:cc:20:51:33:ea,6697,1417376,1417.376,1484,54,1.0,7,2,Non-IoT
14:cc:20:51:33:ea,6698,1362959,1362.959,1484,54,0.999,12,3,Non-IoT
14:cc:20:51:33:ea,6699,1417099,1417.099,1484,66,0.998,11,4,Non-IoT
14:cc:20:51:33:ea,6700,1319693,1319.693,1484,54,1.0,7,4,Non-IoT
14:cc:20:51:33:ea,6701,907717,907.717,1484,43,0.979,49,13,Non-IoT
14:cc:20:51:33:ea,6702,1226655,1226.655,1514,54,0.972,61,5,Non-IoT
14:cc:20:51:33:ea,6703,1346906,1346.906,1514,43,0.992,31,6,Non-IoT
14:cc:20:51:33:ea,6704,1377785,1377.785,1514,66,1.0,21,2,Non-IoT
14:cc:20:51:33:ea,6705,1423632,1423.632,1514,54,0.999,16,4,Non-IoT
14:cc:20:51:33:ea,6706,1425778,1425.778,1514,54,0.998,15,4,Non-IoT
14:cc:20:51:33:ea,6707,1380678,1380.678,1484,54,0.958,16,4,Non-IoT
14:cc:20:51:33:ea,6708,1474806,1474.806,1484,66,1.0,3,2,Non-IoT
14:cc:20:51:33:ea,6709,1259880,1259.88,1484,43,0.914,29,11,Non-IoT
14:cc:20:51:33:ea,6710,404571,404.571,1514,43,0.849,106,15,Non-IoT
14:cc:20:51:33:ea,6711,993732,993.732,1514,43,0.987,56,11,Non-IoT
14:cc:20:51:33:ea,6712,941724,941.724,1514,43,0.966,58,13,Non-IoT
14:cc:20:51:33:ea,6713,1512552,1512.552,1514,66,1.0,2,2,Non-IoT
14:cc:20:51:33:ea,6714,1514000,1514.0,1514,1514,1.0,1,1,Non-IoT
14:cc:20:51:33:ea,6715,1514000,1514.0,1514,1514,1.0,1,1,Non-IoT
14:cc:20:51:33:ea,6716,1514000,1514.0,1514,1514,1.0,1,1,Non-IoT
14:cc:20:51:33:ea,6717,1514000,1514.0,1514,1514,1.0,1,1,Non-IoT
14:cc:20:51:33:ea,6718,1514000,1514.0,1514,1514,1.0,1,1,Non-IoT
14:cc:20:51:33:ea,6719,1511242,1511.242,1514,66,1.0,3,3,Non-IoT
14:cc:20:51:33:ea,6720,1192134,1192.134,1514,43,0.972,35,13,Non-IoT
14:cc:20:51:33:ea,6721,1499096,1499.096,1514,54,1.0,5,1,Non-IoT
14:cc:20:51:33:ea,6722,1514000,1514.0,1514,1514,1.0,1,1,Non-IoT
14:cc:20:51:33:ea,6723,1512828,1512.828,1514,342,0.999,2,2,Non-IoT
14:cc:20:51:33:ea,6724,1512560,1512.56,1514,74,1.0,2,1,Non-IoT
14:cc:20:51:33:ea,6725,1509544,1509.544,1514,66,1.0,3,2,Non-IoT
14:cc:20:51:33:ea,6726,1514000,1514.0,1514,1514,1.0,1,1,Non-IoT
14:cc:20:51:33:ea,6727,1512794,1512.794,1514,308,1.0,2,1,Non-IoT
14:cc:20:51:33:ea,6728,1094957,1094.957,1514,43,0.972,46,10,Non-IoT
14:cc:20:51:33:ea,6729,1503449,1503.449,1514,66,1.0,4,1,Non-IoT
14:cc:20:51:33:ea,6730,1465124,1465.124,1514,54,0.999,16,4,Non-IoT
14:cc:20:51:33:ea,6731,1367896,1367.896,1514,66,1.0,24,3,Non-IoT
14:cc:20:51:33:ea,6732,1514000,1514.0,1514,1514,1.0,1,1,Non-IoT
14:cc:20:51:33:ea,6733,1512540,1512.54,1514,54,1.0,2,2,Non-IoT
14:cc:20:51:33:ea,6734,1509687,1509.687,1514,66,1.0,3,2,Non-IoT
14:cc:20:51:33:ea,6735,1114385,1114.385,1514,43,0.977,47,14,Non-IoT
14:cc:20:51:33:ea,6736,1511655,1511.655,1514,66,1.0,3,2,Non-IoT
14:cc:20:51:33:ea,6737,1510207,1510.207,1514,66,1.0,3,2,Non-IoT
14:cc:20:51:33:ea,6738,1285073,1285.073,1514,43,0.993,24,10,Non-IoT
14:cc:20:51:33:ea,6739,1511104,1511.104,1514,66,1.0,3,1,Non-IoT
14:cc:20:51:33:ea,6740,1508837,1508.837,1514,66,1.0,3,1,Non-IoT
14:cc:20:51:33:ea,6741,1512552,1512.552,1514,66,1.0,2,2,Non-IoT
14:cc:20:51:33:ea,6742,1512560,1512.56,1514,74,1.0,2,1,Non-IoT
14:cc:20:51:33:ea,6743,1512552,1512.552,1514,66,1.0,2,2,Non-IoT
14:cc:20:51:33:ea,6744,1511251,1511.251,1514,66,1.0,2,1,Non-IoT
14:cc:20:51:33:ea,6745,1512552,1512.552,1514,66,1.0,2,1,Non-IoT
14:cc:20:51:33:ea,6746,1512799,1512.799,1514,313,1.0,2,1,Non-IoT
14:cc:20:51:33:ea,6747,1511104,1511.104,1514,66,1.0,3,2,Non-IoT
14:cc:20:51:33:ea,6748,1511393,1511.393,1514,66,1.0,3,2,Non-IoT
14:cc:20:51:33:ea,6749,1505123,1505.123,1514,66,1.0,4,1,Non-IoT
14:cc:20:51:33:ea,6750,1504956,1504.956,1514,66,0.999,6,3,Non-IoT
14:cc:20:51:33:ea,6751,1509692,1509.692,1514,66,0.999,4,3,Non-IoT
14:cc:20:51:33:ea,6752,239830,239.83,1514,43,0.924,82,14,Non-IoT
14:cc:20:51:33:ea,6753,183915,183.915,1514,43,0.9,109,14,Non-IoT
14:cc:20:51:33:ea,6754,166771,166.771,1514,43,0.903,72,14,Non-IoT
14:cc:20:51:33:ea,6755,124619,124.619,1514,43,0.874,76,14,Non-IoT
14:cc:20:51:33:ea,6756,180084,180.084,1514,43,0.911,80,14,Non-IoT
14:cc:20:51:33:ea,6757,170337,170.337,1514,43,0.901,89,14,Non-IoT
14:cc:20:51:33:ea,6758,207085,207.085,1514,43,0.92,76,14,Non-IoT
14:cc:20:51:33:ea,6759,194347,194.347,1514,43,0.891,92,14,Non-IoT
14:cc:20:51:33:ea,6760,138685,138.685,1514,43,0.86,68,14,Non-IoT
14:cc:20:51:33:ea,6761,173984,173.984,1514,43,0.897,79,14,Non-IoT
14:cc:20:51:33:ea,6762,132713,132.713,1514,43,0.871,85,14,Non-IoT
14:cc:20:51:33:ea,6763,89400,89.4,1514,43,0.898,61,14,Non-IoT
14:cc:20:51:33:ea,6764,98795,98.795,1514,43,0.916,52,14,Non-IoT
14:cc:20:51:33:ea,6765,101305,101.305,1514,43,0.883,63,14,Non-IoT
14:cc:20:51:33:ea,6766,108898,108.898,1514,43,0.88,77,14,Non-IoT
14:cc:20:51:33:ea,6767,167386,167.386,1514,43,0.874,85,14,Non-IoT
14:cc:20:51:33:ea,6768,117471,117.471,1514,43,0.893,81,14,Non-IoT
14:cc:20:51:33:ea,6769,124563,124.563,1514,43,0.869,70,14,Non-IoT
14:cc:20:51:33:ea,6770,99893,99.893,1514,43,0.883,61,14,Non-IoT
14:cc:20:51:33:ea,6771,192944,192.944,1514,43,0.878,77,14,Non-IoT
14:cc:20:51:33:ea,6772,114187,114.187,1484,43,0.858,76,14,Non-IoT
14:cc:20:51:33:ea,6773,199634,199.634,1514,43,0.887,84,14,Non-IoT
14:cc:20:51:33:ea,6774,122117,122.117,1514,43,0.85,87,14,Non-IoT
14:cc:20:51:33:ea,6775,172302,172.302,1514,43,0.896,82,14,Non-IoT
14:cc:20:51:33:ea,6776,170761,170.761,1514,43,0.869,96,14,Non-IoT
14:cc:20:51:33:ea,6777,171996,171.996,1514,43,0.888,93,14,Non-IoT
14:cc:20:51:33:ea,6778,115043,115.043,1514,43,0.88,70,14,Non-IoT
14:cc:20:51:33:ea,6779,300868,300.868,1514,43,0.899,82,14,Non-IoT
14:cc:20:51:33:ea,6780,127152,127.152,1514,43,0.899,76,14,Non-IoT
14:cc:20:51:33:ea,6781,98004,98.004,1514,43,0.9,52,14,Non-IoT
14:cc:20:51:33:ea,6782,88409,88.409,1514,43,0.974,30,14,Non-IoT
14:cc:20:51:33:ea,6783,113234,113.234,1484,43,0.96,32,14,Non-IoT
14:cc:20:51:33:ea,6784,99983,99.983,1514,43,0.962,38,14,Non-IoT
14:cc:20:51:33:ea,6785,164041,164.041,1514,43,0.879,84,14,Non-IoT
14:cc:20:51:33:ea,6786,196429,196.429,1514,43,0.889,85,14,Non-IoT
14:cc:20:51:33:ea,6787,226368,226.368,1514,43,0.865,104,14,Non-IoT
14:cc:20:51:33:ea,6788,128038,128.038,1514,43,0.879,79,15,Non-IoT
14:cc:20:51:33:ea,6789,123872,123.872,1514,43,0.874,87,14,Non-IoT
14:cc:20:51:33:ea,6790,108659,108.659,1514,43,0.87,66,14,Non-IoT
14:cc:20:51:33:ea,6791,115471,115.471,1514,43,0.846,77,14,Non-IoT
14:cc:20:51:33:ea,6792,112569,112.569,1514,43,0.867,68,14,Non-IoT
14:cc:20:51:33:ea,6793,110003,110.003,1514,43,0.861,66,14,Non-IoT
14:cc:20:51:33:ea,6794,132222,132.222,1514,43,0.837,70,14,Non-IoT
14:cc:20:51:33:ea,6795,103146,103.146,1514,43,0.855,72,14,Non-IoT
14:cc:20:51:33:ea,6796,106475,106.475,1510,43,0.852,66,14,Non-IoT
14:cc:20:51:33:ea,6797,212409,212.409,1514,43,0.881,88,14,Non-IoT
14:cc:20:51:33:ea,6798,119494,119.494,1514,43,0.871,78,14,Non-IoT
14:cc:20:51:33:ea,6799,121855,121.855,1514,43,0.854,76,14,Non-IoT
14:cc:20:51:33:ea,6800,106828,106.828,1514,43,0.859,72,14,Non-IoT
14:cc:20:51:33:ea,6801,105555,105.555,1514,43,0.854,60,14,Non-IoT
14:cc:20:51:33:ea,6802,163680,163.68,1514,43,0.903,91,14,Non-IoT
14:cc:20:51:33:ea,6803,115802,115.802,1514,43,0.871,66,14,Non-IoT
14:cc:20:51:33:ea,6804,115585,115.585,1514,43,0.882,62,14,Non-IoT
14:cc:20:51:33:ea,6805,117072,117.072,1514,43,0.877,76,14,Non-IoT
14:cc:20:51:33:ea,6806,103363,103.363,1514,43,0.887,58,14,Non-IoT
14:cc:20:51:33:ea,6807,183711,183.711,1514,43,0.902,99,14,Non-IoT
14:cc:20:51:33:ea,6808,163234,163.234,1514,43,0.872,77,14,Non-IoT
14:cc:20:51:33:ea,6809,128583,128.583,1514,43,0.878,73,14,Non-IoT
14:cc:20:51:33:ea,6810,157423,157.423,1514,43,0.865,95,14,Non-IoT
14:cc:20:51:33:ea,6811,135943,135.943,1514,43,0.891,77,14,Non-IoT
14:cc:20:51:33:ea,6812,97433,97.433,1514,43,0.869,74,14,Non-IoT
14:cc:20:51:33:ea,6813,119016,119.016,1514,43,0.871,82,14,Non-IoT
14:cc:20:51:33:ea,6814,174936,174.936,1514,43,0.896,103,14,Non-IoT
14:cc:20:51:33:ea,6815,190729,190.729,1514,43,0.885,90,14,Non-IoT
14:cc:20:51:33:ea,6816,119887,119.887,1514,43,0.874,78,14,Non-IoT
14:cc:20:51:33:ea,6817,131020,131.02,1514,43,0.87,77,14,Non-IoT
14:cc:20:51:33:ea,6818,110572,110.572,1514,43,0.86,72,14,Non-IoT
14:cc:20:51:33:ea,6819,197071,197.071,1514,43,0.881,79,14,Non-IoT
14:cc:20:51:33:ea,6820,197265,197.265,1514,43,0.895,89,13,Non-IoT
14:cc:20:51:33:ea,6821,158417,158.417,1514,43,0.881,99,14,Non-IoT
14:cc:20:51:33:ea,6822,218958,218.958,1514,43,0.89,88,14,Non-IoT
14:cc:20:51:33:ea,6823,156003,156.003,1514,43,0.879,78,14,Non-IoT
14:cc:20:51:33:ea,6824,289324,289.324,1514,43,0.894,88,14,Non-IoT
14:cc:20:51:33:ea,6825,113053,113.053,1514,43,0.882,84,14,Non-IoT
14:cc:20:51:33:ea,6826,116130,116.13,1514,43,0.866,71,14,Non-IoT
14:cc:20:51:33:ea,6827,101992,101.992,1514,43,0.879,61,14,Non-IoT
14:cc:20:51:33:ea,6828,181255,181.255,1514,43,0.883,83,13,Non-IoT
14:cc:20:51:33:ea,6829,176710,176.71,1514,43,0.89,86,14,Non-IoT
14:cc:20:51:33:ea,6830,115790,115.79,1514,43,0.884,74,14,Non-IoT
14:cc:20:51:33:ea,6831,111322,111.322,1514,43,0.867,76,14,Non-IoT
14:cc:20:51:33:ea,6832,101074,101.074,1514,43,0.86,72,14,Non-IoT
14:cc:20:51:33:ea,6833,103529,103.529,1514,43,0.862,73,14,Non-IoT
14:cc:20:51:33:ea,6834,113396,113.396,1514,43,0.862,81,14,Non-IoT
14:cc:20:51:33:ea,6835,161986,161.986,1514,43,0.861,74,14,Non-IoT
14:cc:20:51:33:ea,6836,124193,124.193,1514,43,0.877,70,14,Non-IoT
14:cc:20:51:33:ea,6837,184336,184.336,1514,43,0.903,75,14,Non-IoT
14:cc:20:51:33:ea,6838,113896,113.896,1514,43,0.875,74,14,Non-IoT
14:cc:20:51:33:ea,6839,125983,125.983,1514,43,0.892,70,14,Non-IoT
14:cc:20:51:33:ea,6840,117392,117.392,1514,43,0.864,74,14,Non-IoT
14:cc:20:51:33:ea,6841,103202,103.202,1514,43,0.851,75,14,Non-IoT
14:cc:20:51:33:ea,6842,125934,125.934,1514,43,0.889,67,15,Non-IoT
14:cc:20:51:33:ea,6843,116103,116.103,1514,43,0.858,88,14,Non-IoT
14:cc:20:51:33:ea,6844,204536,204.536,1514,43,0.908,74,14,Non-IoT
14:cc:20:51:33:ea,6845,102563,102.563,1514,43,0.874,69,14,Non-IoT
14:cc:20:51:33:ea,6846,104673,104.673,1514,43,0.857,70,14,Non-IoT
14:cc:20:51:33:ea,6847,106551,106.551,1514,43,0.87,71,14,Non-IoT
14:cc:20:51:33:ea,6848,122012,122.012,1514,43,0.829,75,14,Non-IoT
14:cc:20:51:33:ea,6849,171524,171.524,1514,43,0.871,78,14,Non-IoT
14:cc:20:51:33:ea,6850,110227,110.227,1514,43,0.868,82,14,Non-IoT
14:cc:20:51:33:ea,6851,106188,106.188,1514,43,0.857,70,14,Non-IoT
14:cc:20:51:33:ea,6852,119334,119.334,1514,43,0.85,81,14,Non-IoT
14:cc:20:51:33:ea,6853,105834,105.834,1514,43,0.848,73,14,Non-IoT
14:cc:20:51:33:ea,6854,99029,99.029,1514,43,0.838,69,14,Non-IoT
14:cc:20:51:33:ea,6855,117400,117.4,1514,43,0.853,68,14,Non-IoT
14:cc:20:51:33:ea,6856,122547,122.547,1514,43,0.846,75,14,Non-IoT
14:cc:20:51:33:ea,6857,102400,102.4,1514,43,0.856,74,14,Non-IoT
14:cc:20:51:33:ea,6858,131481,131.481,1514,43,0.873,68,14,Non-IoT
14:cc:20:51:33:ea,6859,120550,120.55,1514,43,0.864,72,14,Non-IoT
14:cc:20:51:33:ea,6860,176703,176.703,1514,43,0.877,94,14,Non-IoT
14:cc:20:51:33:ea,6861,154412,154.412,1514,43,0.901,83,13,Non-IoT
14:cc:20:51:33:ea,6862,165163,165.163,1514,43,0.882,78,14,Non-IoT
14:cc:20:51:33:ea,6863,103706,103.706,1514,43,0.872,69,14,Non-IoT
14:cc:20:51:33:ea,6864,109288,109.288,1514,43,0.84,67,14,Non-IoT
14:cc:20:51:33:ea,6865,102922,102.922,1514,43,0.858,71,14,Non-IoT
14:cc:20:51:33:ea,6866,131393,131.393,1514,43,0.855,72,14,Non-IoT
14:cc:20:51:33:ea,6867,287808,287.808,1514,43,0.896,61,14,Non-IoT
14:cc:20:51:33:ea,6868,134479,134.479,1514,43,0.893,64,14,Non-IoT
14:cc:20:51:33:ea,6869,110079,110.079,1514,43,0.892,75,14,Non-IoT
14:cc:20:51:33:ea,6870,107453,107.453,1514,43,0.881,75,14,Non-IoT
14:cc:20:51:33:ea,6871,97637,97.637,1484,43,0.89,65,14,Non-IoT
14:cc:20:51:33:ea,6872,97906,97.906,1514,43,0.902,80,14,Non-IoT
14:cc:20:51:33:ea,6873,108020,108.02,1514,43,0.905,78,13,Non-IoT
14:cc:20:51:33:ea,6874,101201,101.201,1514,43,0.887,67,14,Non-IoT
14:cc:20:51:33:ea,6875,118861,118.861,1514,43,0.881,66,14,Non-IoT
14:cc:20:51:33:ea,6876,99716,99.716,1514,43,0.884,50,14,Non-IoT
14:cc:20:51:33:ea,6877,94551,94.551,1514,43,0.89,65,14,Non-IoT
14:cc:20:51:33:ea,6878,98579,98.579,1514,43,0.893,55,14,Non-IoT
14:cc:20:51:33:ea,6879,122564,122.564,1514,43,0.869,71,14,Non-IoT
14:cc:20:51:33:ea,6880,117122,117.122,1514,43,0.871,74,14,Non-IoT
14:cc:20:51:33:ea,6881,97422,97.422,1514,43,0.879,55,14,Non-IoT
14:cc:20:51:33:ea,6882,107363,107.363,1514,43,0.887,64,14,Non-IoT
14:cc:20:51:33:ea,6883,173833,173.833,1514,43,0.9,76,13,Non-IoT
14:cc:20:51:33:ea,6884,127276,127.276,1514,43,0.91,68,14,Non-IoT
14:cc:20:51:33:ea,6885,148530,148.53,1514,43,0.908,91,14,Non-IoT
14:cc:20:51:33:ea,6886,118876,118.876,1514,43,0.908,70,13,Non-IoT
14:cc:20:51:33:ea,6887,174684,174.684,1514,43,0.908,75,14,Non-IoT
14:cc:20:51:33:ea,6888,94595,94.595,1198,43,0.892,78,14,Non-IoT
14:cc:20:51:33:ea,6889,250758,250.758,1514,43,0.913,67,14,Non-IoT
14:cc:20:51:33:ea,6890,168794,168.794,1510,43,0.914,79,14,Non-IoT
14:cc:20:51:33:ea,6891,96490,96.49,1484,43,0.914,86,14,Non-IoT
14:cc:20:51:33:ea,6892,92645,92.645,1514,43,0.921,74,13,Non-IoT
14:cc:20:51:33:ea,6893,92659,92.659,1385,43,0.924,69,12,Non-IoT
14:cc:20:51:33:ea,6894,100900,100.9,1514,43,0.93,66,13,Non-IoT
14:cc:20:51:33:ea,6895,87349,87.349,1484,43,0.94,60,13,Non-IoT
14:cc:20:51:33:ea,6896,93913,93.913,990,43,0.917,68,13,Non-IoT
14:cc:20:51:33:ea,6897,185155,185.155,1514,43,0.94,84,14,Non-IoT
14:cc:20:51:33:ea,6898,88302,88.302,1035,43,0.934,58,14,Non-IoT
14:cc:20:51:33:ea,6899,89303,89.303,1514,43,0.934,64,11,Non-IoT
14:cc:20:51:33:ea,6900,123985,123.985,1514,43,0.93,75,13,Non-IoT
14:cc:20:51:33:ea,6901,121890,121.89,1514,43,0.926,69,14,Non-IoT
14:cc:20:51:33:ea,6902,89351,89.351,1514,43,0.921,64,12,Non-IoT
14:cc:20:51:33:ea,6903,132065,132.065,1514,43,0.964,48,13,Non-IoT
14:cc:20:51:33:ea,6904,108613,108.613,1514,43,0.92,64,14,Non-IoT
14:cc:20:51:33:ea,6905,176173,176.173,1514,43,0.931,68,13,Non-IoT
14:cc:20:51:33:ea,6906,116650,116.65,1514,43,0.871,75,14,Non-IoT
14:cc:20:51:33:ea,6907,94236,94.236,1484,43,0.9,52,14,Non-IoT
14:cc:20:51:33:ea,6908,143450,143.45,1514,43,0.927,65,13,Non-IoT
14:cc:20:51:33:ea,6909,117418,117.418,1514,43,0.908,59,14,Non-IoT
14:cc:20:51:33:ea,6910,82275,82.275,1514,43,0.935,50,13,Non-IoT
14:cc:20:51:33:ea,6911,124002,124.002,1514,43,0.902,70,14,Non-IoT
14:cc:20:51:33:ea,6912,259598,259.598,1514,43,0.945,67,14,Non-IoT
14:cc:20:51:33:ea,6913,102851,102.851,1514,43,0.909,73,14,Non-IoT
14:cc:20:51:33:ea,6914,129264,129.264,1514,43,0.906,63,14,Non-IoT
